,sentence,label,badspelling sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
20,ادن بنادم من هنا لفوق الخير اللي دير فولادك هو متولدهمش إيلا لا خرجتي من هاد البلاد باش ميديش الدنب فدوك الدراري و شكرا بحال الميدسين المهم لي بغا يتزوج يجمع راسو باش تجي شي أستاذة ولا طبيبة تخطبوا أش هاذ الظلم والسيطرة الذكورية للوظائف العمومية بغينا المناصفة,TMS,ادن بنادم من هنا لفوق الخير اللي دير فولادك هو متولدهمش ايلا لا خرجتي من هاد البلاد باش ميديش الدنب فدوك الدراري و شكرا بحال الميدسين المهم لي بغا يتزوج يجمع راسو باش تجي شي استاذه ولا طبيبه تخطبوا اش هاذ الظلم والسيطره الذكوريه للوظائف العموميه بغينا المناصفه,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,9.237601648074511e-10,3.146377980826946e-06,1.0588337407396474e-11,2.849123537393869e-10,4.852205309685572e-11,3.147910736844541e-10,4.4619204910785704e-10,4.073744090793907e-11,1.438063798148933e-09,1.3430510228073282e-10,3.264441225822452e-10,9.39980878910943e-10,0.00030305305124233304,1.2802426969616274e-09,5.97269971473219e-11,6.58319177941321e-10,4.301135490569641e-10,2.240619041125924e-11,4.485715545567784e-10,0.9996937727950871,6.170623914619033e-10,6.226376202067639e-10,1.270201860864699e-09,5.628737671208645e-09,1.028378320787351e-08,1.545589479767362e-09
21,ستداتو وعاود حلنهاه صحة ودفلنا فيه ولحد الان باقي ديالنا فيه مغربية الصحراء زعما راني خاتر فالسياسة لي عول على عشا الجيران بايت جيعان بنادم كهضر بحالا الموقف دالمغرب شي حاجة وازنة فهاد العالم شكراً ليك صلاح ماغاديش نساوك الله يا وليدي كيتآنسبيراو من الطواليط أما حمام العيالات بزاف عليهم,TMS,ستداتو وعاود حلنهاه صحه ودفلنا فيه ولحد الان باقي ديالنا فيه مغربيه الصحراء زعما راني خاتر فالسياسه لي عول علي عشا الجيران بايت جيعان بنادم كهضر بحالا الموقف دالمغرب شي حاجه وازنه فهاد العالم شكرا ليك صلاح ماغاديش نساوك الله يا وليدي كيتانسبيراو من الطواليط اما حمام العيالات بزاف عليهم,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.6734509432056464e-11,1.174383788334336e-07,4.686363415030546e-12,5.643381868891001e-11,4.005563796210147e-11,6.181014277983465e-11,2.6038765838027027e-11,8.101474872061553e-12,4.76080062568227e-10,3.006849755993633e-10,9.288794418918948e-11,2.2015972453609572e-10,0.0001439745400683052,6.712019533060994e-10,1.3349934069139696e-11,3.933995250044736e-10,2.9822718350626396e-11,6.0345122430067215e-12,7.347768856659477e-11,0.999855882160603,2.236497401324132e-10,8.123577398817686e-11,4.180810038626875e-10,3.2860787219714514e-10,2.2261554063916876e-08,4.686167799253705e-11
22,ومن بعد ملي كايتزوج كايزيد مجال الطبخ وكايدي لقب أحسن والغريب فالأمر لقينا فمعدتها حلويات اللوز والكركاع غريب ممكن كانت فشي حفلة عجيب كل المؤشرات كا دل على أن المجرم حافظ سواريه على الرغم انها من عائلة فقيرة,TMS,ومن بعد ملي كايتزوج كايزيد مجال الطبخ وكايدي لقب احسن والغريب فالامر لقينا فمعدتها حلويات اللوز والكركاع غريب ممكن كانت فشي حفله عجيب كل المؤشرات كا دل علي ان المجرم حافظ سواريه علي الرغم انها من عائله فقيره,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,7.22315604370009e-06,0.00015105018332411263,4.613440891142675e-06,6.705950044269647e-05,0.00015033620832775443,0.00011302597467846996,7.245675781719212e-05,2.8547233755442595e-06,0.0003256061123358229,0.0001301179027916823,2.924305824523458e-05,0.004938341930207358,0.695848505610809,0.0007932717546034729,2.565734624804564e-05,0.0005008735286700581,0.00010701803900590282,2.649448861280246e-06,0.00031598425256845904,0.0023969278807253894,0.00010175913982861184,0.00011065352789973464,0.0002996145122920727,1.4221544660437425e-05,0.2934866236081584,4.310857188197806e-06
23,درية لافاك عامها لخامس واحلة نوض نوض من لكدوب هوما من عامهم لول كيفاليديو كلشي ا بداكشي لي عل بالك ختك معاودا ليك كولشي برافو عليها داكشي علاش فايتا مجرباه مركات عليك نوض على سلامتك واخا أعمي هاني غادا,TMS,دريه لافاك عامها لخامس واحله نوض نوض من لكدوب هوما من عامهم لول كيفاليديو كلشي ا بداكشي لي عل بالك ختك معاودا ليك كولشي برافو عليها داكشي علاش فايتا مجرباه مركات عليك نوض علي سلامتك واخا اعمي هاني غادا,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.9135630144986773e-09,5.520008070256553e-07,3.7587304994235064e-10,4.006999968305579e-09,4.003123799175205e-09,9.270496252263571e-09,4.648071100174041e-09,7.154424020845333e-10,6.17242996569506e-08,9.52944644643637e-09,5.404964962621614e-09,2.1694498365404642e-08,0.23961526368269237,3.764678961541216e-08,3.252801500461955e-09,3.3139385713348e-07,1.9975240742922874e-09,4.309683336534358e-10,1.619202811944483e-08,0.760377233183659,6.353475676189201e-09,9.178298866461245e-09,7.3856738527779754e-09,3.9580206986166315e-08,6.327296146423149e-06,4.7138291868804975e-08
24,واخا ماقريتش قي لافاك ولكن كنعرف بزاف د بنات خداوها بمجهودهم وداو الدكتوراه وكاين للي تكرفسو ودوزو سنين في اجازه مي داوها بدراعهم، مالك معقد من البنات ولا سحابلك كلشي بحال ختك شفت واحد الجواب ديالك على واحد التعليق ديال بنت و فهمت علاش الدراري ما كيوصلوش,TMS,واخا ماقريتش قي لافاك ولكن كنعرف بزاف د بنات خداوها بمجهودهم وداو الدكتوراه وكاين للي تكرفسو ودوزو سنين في اجازه مي داوها بدراعهم مالك معقد من البنات ولا سحابلك كلشي بحال ختك شفت واحد الجواب ديالك علي واحد التعليق ديال بنت و فهمت علاش الدراري ما كيوصلوش,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.3470554139619173e-09,1.1454373837369268e-06,7.271544742810682e-11,1.9608132291807703e-09,5.030793965282056e-10,1.090967725248881e-09,7.036323333361463e-10,2.9308307373642054e-10,4.926998863033851e-09,1.1267900223431288e-09,7.345208988118138e-10,1.7540723627633504e-09,0.002294935840541286,2.240161202158124e-09,1.3392104437558161e-09,2.6871621833981384e-09,1.6689419166068461e-10,3.555241469121245e-11,4.777125696765188e-10,0.9977038496326108,7.145011912817128e-10,2.1825380373576234e-09,7.898615763069907e-10,4.7466049052119575e-09,3.6849150874567007e-08,2.3463857321960376e-09
25,غباش تدير فبالك هذا ر سميتو الأمر بالمعروف والنهي عن المنكر و ر من واجب اي مسلم والاستهزاء به فطرولات بحال هاكا تماما كالتهكم علي شعيرة من شعائر الإسلام كل واحد يدخل سوق راسو و يأمر راسو وينهى و نكونو كاملين مزيانين,TMS,غباش تدير فبالك هذا ر سميتو الامر بالمعروف والنهي عن المنكر و ر من واجب اي مسلم والاستهزاء به فطرولات بحال هاكا تماما كالتهكم علي شعيره من شعائر الاسلام كل واحد يدخل سوق راسو و يامر راسو وينهي و نكونو كاملين مزيانين,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.4616928796759945e-07,0.0003207519188695534,1.1256503997461105e-08,6.491763518725232e-07,5.343422131746586e-08,1.3273006436666485e-06,2.3536345826214e-06,2.125013329852598e-07,2.902319287252039e-05,2.0337788227856429e-07,6.776476514429721e-07,2.4689948654993597e-06,0.0025867369849274756,2.0549792066045786e-06,1.3006967466576984e-06,4.214201535593094e-06,8.709322683021786e-07,4.211987584119653e-08,3.4416703049054345e-06,0.9945060837778879,3.571940662731776e-05,1.2652542060525408e-05,1.2261167902670688e-05,0.0001298988234640177,0.002342883424391322,3.86066773535289e-06
26,النهي عن المنكر هي ملي تكون شي بنت كتعرض للضرب أو سرقة ف شارع تمشي تتدخل مشي تبقى تفرج أو شي حد مقودة عليه تعاونوا ماديا و معنويا أما أنك تمشي تقول لشي شخص ديك تحسينة ما مزياناش أو سروالك فيه تقاطع ديال نصارى و ذاك تخربيق هذي سميتها هنا بالذات خص بنادم يديها فكرو,TMS,النهي عن المنكر هي ملي تكون شي بنت كتعرض للضرب او سرقه ف شارع تمشي تتدخل مشي تبقي تفرج او شي حد مقوده عليه تعاونوا ماديا و معنويا اما انك تمشي تقول لشي شخص ديك تحسينه ما مزياناش او سروالك فيه تقاطع ديال نصاري و ذاك تخربيق هذي سميتها هنا بالذات خص بنادم يديها فكرو,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,2.788006143061282e-09,6.299434667335169e-08,1.6972914066413513e-10,1.6137299021116814e-09,2.6845328922166073e-09,6.9636433677046024e-09,1.0467089312750786e-08,1.2053070431360223e-09,1.0797794888811852e-07,1.2970264693127879e-08,3.5997538553567535e-09,2.8612087950970047e-07,0.9987854150601739,4.501056870255075e-08,9.9525827252363e-10,2.4230191414934422e-08,5.086848864796095e-09,2.0949553053784947e-10,5.5862879629139465e-08,0.0012130627065866219,3.405334491387313e-07,1.3700966032340206e-08,3.088522306824145e-08,1.1016258457712822e-08,4.819611322882072e-07,1.3185736316125616e-08
27,مالي جيت عندك بريفي قلتها ليك ايوا شفتي دبا هانتا حصلتي نقول لي بغيت ماشي سوقك مباغبنش الاسلام ديال بصح باغين نديرو لي بغينا ودخل سوق راسك عزير عليكم لي ضور ليكم الجوانات وي خرج خرج عليكم أما لي باغي ليك الخير طلعها عليه ما عمر فحياتي وقعلي شي فلاش ناقص مع شي بو لحية,TMS,مالي جيت عندك بريفي قلتها ليك ايوا شفتي دبا هانتا حصلتي نقول لي بغيت ماشي سوقك مباغبنش الاسلام ديال بصح باغين نديرو لي بغينا ودخل سوق راسك عزير عليكم لي ضور ليكم الجوانات وي خرج خرج عليكم اما لي باغي ليك الخير طلعها عليه ما عمر فحياتي وقعلي شي فلاش ناقص مع شي بو لحيه,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,8.154537168858642e-09,7.321343473846297e-07,8.323034858691268e-12,2.7811296270979533e-10,1.9051716094868695e-10,5.389380086542592e-10,3.684103343595633e-10,1.4765841228018587e-10,4.888277383704923e-09,4.4014619276161817e-10,1.4246982773109914e-09,3.909474907911575e-08,0.30049011792638836,6.445624406207901e-09,1.7195922108146806e-10,1.0087829021022232e-08,1.3397441387339984e-09,4.5535735054768105e-11,2.077839638006777e-09,0.6995090183632682,9.552575504778537e-10,7.098640038258165e-10,5.02111484667393e-09,4.164991576405674e-09,4.2175998321269194e-08,2.8458699081744066e-09
28,خاص تلاقا مع لي يجرك لشي قنت انوضو اولاد العبد وليتو كتخلطو بين الميم و الاستهزاء بنادم كايكدب على كرو الامر بالمعروف و النهي عن المنكر نتا كمسلم الى كاتعتابر كرك مسلم بصح راك ديجا عارف داك المعروف شنو هو سو خصك ديرو و المنكر شنو هو و تجنبو,TMS,خاص تلاقا مع لي يجرك لشي قنت انوضو اولاد العبد وليتو كتخلطو بين الميم و الاستهزاء بنادم كايكدب علي كرو الامر بالمعروف و النهي عن المنكر نتا كمسلم الي كاتعتابر كرك مسلم بصح راك ديجا عارف داك المعروف شنو هو سو خصك ديرو و المنكر شنو هو و تجنبو,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,5.627384231068081e-07,0.0007240215271769779,9.932121210134541e-08,6.681641225917282e-07,4.2013429299191385e-07,1.27734580305935e-06,3.924453946581378e-06,7.587144187377821e-07,2.534466459754539e-05,1.2831926684309396e-06,8.694875278780203e-07,2.3170734999177017e-06,0.8807808116143213,3.896327118375763e-06,3.762193294133275e-06,0.03337268054405079,8.497831636249264e-07,5.5294533583698245e-08,3.3201241533921894e-06,0.08498656311690153,3.308590437644574e-06,1.3137419052197825e-05,1.5415657644616367e-06,3.690399817332502e-06,6.297606291322346e-05,1.8601467885200989e-06
29,ماشي هاتسنا حتا يجي واحد اللحية يحبسك فالطريق ماعارفك مزروب ماعارفك معصب و خارج تشم الهوا و ماحامل حد راك فجميع الحالات هاتوقف غي من باب الادب و فوق خاطرك كاتسمعو و كاتسناه غي فوقاش يسالي كايبقا بنادم يهضر بحال الى راحنا فضائيين زعما ماشي مغاربة و بنادم و عارفيين بعضياتنا كي كانفكرو و كي دايرين فين تلقى للي ينصحك فهد الزمان ديال الخرا باش تلقا الفرصة محدكم كتفكروو هاكا راه غتبقى كورونا مونساكم ومونسانا يالسفهااء مسح مسح هادشي,TMS,ماشي هاتسنا حتا يجي واحد اللحيه يحبسك فالطريق ماعارفك مزروب ماعارفك معصب و خارج تشم الهوا و ماحامل حد راك فجميع الحالات هاتوقف غي من باب الادب و فوق خاطرك كاتسمعو و كاتسناه غي فوقاش يسالي كايبقا بنادم يهضر بحال الي راحنا فضائيين زعما ماشي مغاربه و بنادم و عارفيين بعضياتنا كي كانفكرو و كي دايرين فين تلقي للي ينصحك فهد الزمان ديال الخرا باش تلقا الفرصه محدكم كتفكروو هاكا راه غتبقي كورونا مونساكم ومونسانا يالسفهااء مسح مسح هادشي,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,5.4295851595718246e-08,0.049001670587479076,4.8299294175619286e-09,1.0707939126009504e-07,3.6285281563846444e-08,1.0023657974308906e-07,4.19916423347824e-08,6.146489257137463e-08,1.9011992208390785e-06,2.0825647795041596e-07,9.366971640652365e-08,2.774181939662477e-08,0.0074394902646198165,9.894700903560602e-08,1.0491338108037193e-07,1.068397699491456e-06,1.026283565515194e-07,4.0662405820538124e-09,7.117403962991192e-08,0.9435345325255554,7.412577924664814e-08,3.8277164194380085e-07,2.0545070483361056e-07,7.451185804754934e-06,1.079984077070382e-05,1.3060701147319494e-06
30,باش عرفتيها تزوجات على غفلة غي سوتنيو لينا الماستر و ديرو اللي بغيتو شي حد يشرح لينا هاد التعليم بالتعاقد واش عندك عقد كيسالي كتخرج ولا شنو صحاب التعليم نقالة و غشاشة و يريدو تربية الأجيال وماشفتيش كونكور ايجيو تاتي صحاب لاش دفعو للتعاقد و ايديرو إضراب,TMS,باش عرفتيها تزوجات علي غفله غي سوتنيو لينا الماستر و ديرو اللي بغيتو شي حد يشرح لينا هاد التعليم بالتعاقد واش عندك عقد كيسالي كتخرج ولا شنو صحاب التعليم نقاله و غشاشه و يريدو تربيه الاجيال وماشفتيش كونكور ايجيو تاتي صحاب لاش دفعو للتعاقد و ايديرو اضراب,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,8.616693617219764e-11,4.991241935088948e-08,2.197432103856467e-12,3.151317993237234e-11,1.516192500284267e-11,3.619146261048772e-11,3.4635386564312606e-11,3.699724567486813e-11,4.493829106152092e-10,8.241048139219994e-11,6.12787500084449e-11,2.431990337889177e-10,0.0011998267195091796,1.7353769047909965e-10,7.882238805404233e-11,2.3167569711883645e-10,3.972996129989731e-11,3.166185004162969e-13,2.4364414757226222e-11,0.9988001118772981,6.410669676521037e-11,3.791514880197162e-10,9.546967721369276e-11,1.0787304935499758e-09,7.976963580496849e-09,2.6877016128490197e-10
31,عاجل تم تصنيف اللوز و الگرگاع مع الحلويات و شكرا كانسرح عيني فالروابا كايبان ليا كلشي رطب ها لي كايرابي على صحيبتو ها لي مناگر مع هريبة مابقيتوش قادين طرابيو ولا شناهو واش بغيتي بنادم يبقا داير لبراهش لخاطر بنادم خاصو يضبر على راسو يصوفي مستقبلو,TMS,عاجل تم تصنيف اللوز و الگرگاع مع الحلويات و شكرا كانسرح عيني فالروابا كايبان ليا كلشي رطب ها لي كايرابي علي صحيبتو ها لي مناگر مع هريبه مابقيتوش قادين طرابيو ولا شناهو واش بغيتي بنادم يبقا داير لبراهش لخاطر بنادم خاصو يضبر علي راسو يصوفي مستقبلو,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,8.723021111205055e-11,3.669171521278244e-08,2.783690225204288e-12,8.043456805478687e-11,1.113914906246149e-11,2.1344251369507097e-11,1.8817440420267355e-11,1.9795768386589857e-11,1.2817140646175805e-09,2.7085444129910457e-11,7.401854947860721e-11,6.136314425070413e-10,1.218195819799756e-05,2.465005068590213e-10,1.3552291873227912e-10,2.4710585460718863e-09,2.3748175597492818e-11,5.793962356251341e-12,9.935991183334443e-11,0.9999876172229861,1.7095288192744068e-10,2.998194650363265e-10,1.692632089415901e-10,3.565735442778138e-10,1.5739808640191966e-07,5.124265680097426e-10
32,هدشي مكيضحكش راه اصعب حاجة تكون فبلاصتهوم صحيح انه شرف كبيير ولكن حتا واحد مكيتمنا يلقا راسو فوسط الحرب الحمد لله ملي مكنش اي خسائر بشرية ونطلبو الله يحمي كل جندي مغربي من كل شرملي شفت هاد التصويرة ماعرفت علاش تفكرت الجيش الملكي ملي كانو كايلعبو بواحد الكرة,TMS,هدشي مكيضحكش راه اصعب حاجه تكون فبلاصتهوم صحيح انه شرف كبيير ولكن حتا واحد مكيتمنا يلقا راسو فوسط الحرب الحمد لله ملي مكنش اي خسائر بشريه ونطلبو الله يحمي كل جندي مغربي من كل شرملي شفت هاد التصويره ماعرفت علاش تفكرت الجيش الملكي ملي كانو كايلعبو بواحد الكره,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.4537583305069564e-08,1.8925344462404673e-06,6.279303118904649e-10,6.998123772075791e-08,8.752702218668244e-09,6.873202662967256e-08,3.5421816452594564e-08,5.1149707373834935e-09,7.218960548535664e-08,2.105310612128898e-08,1.3317550072122665e-07,7.793998430591976e-08,0.46899597214987054,8.658508239629279e-08,1.73258737637095e-08,3.408691891599934e-08,2.8669283702994774e-08,3.635987546304965e-10,2.3833988164503082e-08,0.5309981886682333,9.899486290566994e-09,1.5343990241614998e-07,6.891318092803314e-08,9.54029834045545e-08,2.8684096117531565e-06,4.2191075408685044e-08
33,سعدات الجيل القادم في مقرر تاريخ غادي يلقاو غير سطر واحد في درس الكركارات بادي روتيني من بكري الله يحظر السلامة وراه دابا راني داخل نتفرج فيه كنتسناك طاكيني والو صاحبي بالتجربة ديالي ماحد كانصبغ فالواليدة والفرصة غادي وكاتقلال باش تشد عنها تا درهم,TMS,سعدات الجيل القادم في مقرر تاريخ غادي يلقاو غير سطر واحد في درس الكركارات بادي روتيني من بكري الله يحظر السلامه وراه دابا راني داخل نتفرج فيه كنتسناك طاكيني والو صاحبي بالتجربه ديالي ماحد كانصبغ فالواليده والفرصه غادي وكاتقلال باش تشد عنها تا درهم,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.9149304420669463e-10,5.48782081612527e-06,5.660853538651837e-12,2.4598783606511924e-10,1.242250081724131e-10,1.9632874136416577e-10,9.13451435516916e-11,5.3012614314938326e-11,8.830203341252596e-09,4.528485295448139e-10,2.488066916028942e-10,1.3323407609442309e-09,0.0006600312233016039,2.9714130572313903e-09,1.0445460832732564e-10,9.738529659346307e-10,4.3276774693159695e-11,1.653324052773735e-11,3.451217626298388e-10,0.9993343048962045,3.738729889677606e-10,2.509314773889879e-10,4.5162267816277585e-10,6.983733147566148e-08,8.41854198066784e-08,4.733594401996812e-09
34,خاصك تكون كتفرج فيه باش تفهم الفيديوس ديالو مافيهوم حتى حاجة مفيدة من غير السريط تحت من هاد البوسط كاين بوسط ديالو مازال ماكلا والو كتسمع ديك الوالدة انا لي نجمع الطابلة مريم تفارقات مع صاحبها راه الهالوين غير نهار الإخوان ما تسطارتش اخويا ماتسطارتش,TMS,خاصك تكون كتفرج فيه باش تفهم الفيديوس ديالو مافيهوم حتي حاجه مفيده من غير السريط تحت من هاد البوسط كاين بوسط ديالو مازال ماكلا والو كتسمع ديك الوالده انا لي نجمع الطابله مريم تفارقات مع صاحبها راه الهالوين غير نهار الاخوان ما تسطارتش اخويا ماتسطارتش,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.842851041013578e-10,5.616594167584617e-07,1.5460218656336626e-11,3.1810109138896365e-10,1.1102200394408431e-10,1.0559687780449096e-10,6.30445952224098e-11,5.335380848721287e-11,6.481037927547246e-10,4.3774648171790855e-10,1.9185518423343289e-10,4.4699118489461557e-10,7.234564318986502e-05,8.198508459559676e-10,4.129449430307313e-11,3.5623791681453877e-10,3.929792757089489e-11,1.0022175557340479e-11,1.6040486394311699e-10,0.9999270595663039,2.8274564320980633e-10,5.383144556710657e-10,5.56580341494601e-10,4.6582787251630664e-09,2.1058641441555802e-08,2.033860327254215e-09
35,وملي شديناها وزيرناها عتارفات بلي هي غا نية وماعارفا والو وتا هي ماكاتمسح لا ميساجات لاوالو وعندها غا نوكيا پيل مابغيناش نقولو شكون باش ماتقلقش منا حجابي عفتي إشهار من تحت الطابلة اراس المربع تانا جوسوي مقاطع لسنطرال شحال معيف داك الاشهار,TMS,وملي شديناها وزيرناها عتارفات بلي هي غا نيه وماعارفا والو وتا هي ماكاتمسح لا ميساجات لاوالو وعندها غا نوكيا پيل مابغيناش نقولو شكون باش ماتقلقش منا حجابي عفتي اشهار من تحت الطابله اراس المربع تانا جوسوي مقاطع لسنطرال شحال معيف داك الاشهار,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,1.7599880462269912e-08,0.013637529776094361,7.000965531852278e-10,1.0279133557686464e-08,4.342226598857221e-09,1.1210410641103236e-08,1.2066702403289662e-08,1.7004445035838325e-09,1.4493349323049342e-07,9.773434012826764e-09,1.8213923466654e-08,2.462875045579493e-08,0.010696848218533343,7.688376099906584e-08,5.905512169859439e-09,8.252484330056026e-08,6.511063256376979e-09,8.086378311285733e-10,4.8583693338164476e-08,0.9756642904471848,1.2366269922730054e-08,1.9299113747062776e-08,3.926039046919842e-08,2.1229686069869213e-07,2.7103661627234976e-07,3.006329298052906e-07
36,خويا انا بعدا كايقززني هاداك الإشهار و مرضني فصحتي حيدتو من يوتيوب فاش كان ندخل ماعرفتش واش كاين شب حد طاح فديال البواسير مرضني هد للاشهار فحياتي واش كاين غير هو قهرونا الله يلعن ليهم الطواسل الاخوان لي كعرف شي ودادي مسكين اعزيه,TMS,خويا انا بعدا كايقززني هاداك الاشهار و مرضني فصحتي حيدتو من يوتيوب فاش كان ندخل ماعرفتش واش كاين شب حد طاح فديال البواسير مرضني هد للاشهار فحياتي واش كاين غير هو قهرونا الله يلعن ليهم الطواسل الاخوان لي كعرف شي ودادي مسكين اعزيه,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.0777068770967173e-10,1.630538712655291e-06,1.3814691283313724e-11,8.779814234698584e-11,5.6143452608184095e-11,4.8454029057551444e-11,1.3089688928367137e-10,8.183565129488159e-11,3.915912166596134e-09,1.3299685880735634e-10,1.4167476663198807e-10,1.2806383364984225e-09,0.04815522904278944,4.519198398507396e-10,8.513675039257083e-11,8.314723654753369e-10,7.136181537726324e-11,6.249149827135798e-12,1.5333872383456858e-10,0.951843118003009,1.350170857644818e-10,2.620131766363979e-10,5.554880803657166e-10,1.6236120911045514e-09,1.1334299809199693e-08,8.076444964097262e-10
37,حاولتو ديرو الريمونتادا ومصدقاتش براكة مطروليو بوالديكم الخوت و تمتعوا بيهم محدهم حداكم ر قسما بالله مغتحسوا بهادشي حتى يخويو عليكم الدار تهلاو فواليديكم الخوت هو كا يحكي قصص للعبرة الله يجازيه ب خير ولكن هي كا تبان بحال فورماسيو أكسيليري للمجرمين,TMS,حاولتو ديرو الريمونتادا ومصدقاتش براكه مطروليو بوالديكم الخوت و تمتعوا بيهم محدهم حداكم ر قسما بالله مغتحسوا بهادشي حتي يخويو عليكم الدار تهلاو فواليديكم الخوت هو كا يحكي قصص للعبره الله يجازيه ب خير ولكن هي كا تبان بحال فورماسيو اكسيليري للمجرمين,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,2.005191052250315e-09,7.830554846273428e-07,3.667814863421299e-11,2.5063347089821316e-09,2.905004567864614e-10,1.1241554896903939e-09,8.881544194619943e-10,5.917435905006093e-10,9.440377976922125e-08,8.082069202282657e-10,2.8332155932997933e-09,9.09815173016984e-09,2.6311502787652386e-05,1.1284200476719372e-08,8.60449002548463e-09,5.084049086929468e-09,8.756543324391038e-10,5.855377592019199e-11,1.6872400307131449e-09,0.999972118741052,3.5883524306939576e-09,1.1228880113454547e-08,1.6022547522225023e-08,3.9317256554768526e-07,2.0648208284866935e-07,1.4025947856221273e-08
38,درنا كسكروط فديمومة وزيرناه حتا كرر ومتيقوش فزيازن وكان واحاد لموخرميز كيخرمز علينا هاذ السيد نواني فلحزاق كامل بلي مجرمين كلشي تبلا بالحلقات ديالو ولا غير أنا قربت نولي محقق غا تفكرتكوم بغيت غير نعرف الشكل ديال داك المتوحد لي غادي يخلص باش يتفرج فالدحيح,TMS,درنا كسكروط فديمومه وزيرناه حتا كرر ومتيقوش فزيازن وكان واحاد لموخرميز كيخرمز علينا هاذ السيد نواني فلحزاق كامل بلي مجرمين كلشي تبلا بالحلقات ديالو ولا غير انا قربت نولي محقق غا تفكرتكوم بغيت غير نعرف الشكل ديال داك المتوحد لي غادي يخلص باش يتفرج فالدحيح,Maghreb,FES,Morocco,Fes,Maghreb,Morocco,The Moroccan Show,2.5684530902634415e-10,1.4714598254831952e-05,6.280881051206598e-11,1.752598937395234e-10,3.7804316742365916e-10,3.6166614206164487e-10,8.703545406169619e-10,6.459652136771322e-11,4.0083402348147105e-09,4.228830742887087e-10,2.902459288054015e-10,4.177193916449936e-09,0.982773951108015,7.842878401182245e-09,1.247446454462874e-10,1.8107077375535942e-09,2.100409962395705e-10,2.808598642682651e-11,2.8254043787758813e-09,0.017211290211107944,6.343368389235773e-10,1.2637261155080137e-09,3.4156454735733926e-10,3.481715491129418e-09,8.928416072949347e-09,5.5227635003366864e-09
39,علاش كتضحك على براكنا ما دارو ليك والو قوليها زوجتها وهني راسك وا من الأفضل پريباري غير راسك بلا ما تعول على حتى شي خلية الوقت لي ضيعتيه فالشرح راه تضرب فيه شحال هاد لعبة تلشارجتها و مسحتها نت كلكيت على ديك لعيبة لقيت كلشي خرجني مسحته فاش خوك كياكل العصا من بعد الإجتماع,TMS,علاش كتضحك علي براكنا ما دارو ليك والو قوليها زوجتها وهني راسك وا من الافضل پريباري غير راسك بلا ما تعول علي حتي شي خليه الوقت لي ضيعتيه فالشرح راه تضرب فيه شحال هاد لعبه تلشارجتها و مسحتها نت كلكيت علي ديك لعيبه لقيت كلشي خرجني مسحته فاش خوك كياكل العصا من بعد الاجتماع,Maghreb,RAB,Morocco,Rabat,Maghreb,Morocco,The Moroccan Show,5.191510685025771e-10,8.450683203029894e-07,1.0284748002465257e-11,4.187332065875661e-10,8.658164587711022e-11,3.4292127843908517e-10,2.8989723893311176e-10,3.8987604907143625e-11,1.3178005727296807e-09,4.977880548974449e-10,8.649580780839889e-10,5.63032992248851e-10,0.0006805680276272566,2.1577724907125787e-09,1.1603753966583486e-10,2.4922038707930923e-09,6.256124792326593e-11,2.214743301287135e-11,4.506191738012806e-10,0.9993184717129572,4.225065051759626e-10,8.204506465195494e-10,7.113212804168472e-10,1.207623457634231e-09,1.0100775859419521e-07,7.699565947068732e-10
