,sentence,label,stripped sentence,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis,sentence tokens,length of sentence
24,"وتنقل الصحيفة الفرنسية عن الروائي الجزائري محمد مولسهول (المشهور بياسمينة خضرا) قوله إن الجزائر ""كانت تستحق مصيرا أفضل من هذا""، داعيا إلى إطلاق سراح جميع معتقلي الرأي القابعين في السجون.",JAZ,وتنقل الصحيفة الفرنسية عن الروائي الجزائري محمد مولسهول المشهور بياسمينة خضرا قوله إن الجزائر كانت تستحق مصيرا أفضل من هذا داعيا إلى إطلاق سراح جميع معتقلي الرأي القابعين في السجون,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,7.452706161775198e-10,3.8438314869614836e-08,3.5064920865095023e-10,1.9656427491716244e-09,3.1228567165364764e-10,1.8863947289556372e-09,5.860065081142812e-10,3.121191769472309e-10,1.7391773909676304e-09,1.6076554485326085e-09,2.1066638785862033e-09,5.691038453622591e-10,1.3059886224664287e-08,6.722756705911914e-09,3.601963618970563e-10,3.4521670197540583e-07,1.6509767394700742e-10,0.9960905759307543,0.00390843939547328,7.605577209637883e-11,5.57255608160764e-07,2.4630084879273913e-09,8.054601723618469e-09,2.0252895549041328e-10,2.2210703174406883e-10,2.559391916221496e-10,"['وتنقل', 'الصحيفة', 'الفرنسية', 'عن', 'الروائي', 'الجزائري', 'محمد', 'مولسهول', 'المشهور', 'بياسمينة', 'خضرا', 'قوله', 'إن', 'الجزائر', 'كانت', 'تستحق', 'مصيرا', 'أفضل', 'من', 'هذا', 'داعيا', 'إلى', 'إطلاق', 'سراح', 'جميع', 'معتقلي', 'الرأي', 'القابعين', 'في', 'السجون']",30
25,"وتختم الصحيفة بأن الجزائريين باتوا يعيشون في الذكرى الثانية لحراكهم الشعبي ""وهْمُ الجزائرِ الجديدة"" على وقع القمع والمحاكمات المتسارعة للمعارضين والنشطاء، رغم تأكيد السلطات أنه لا يوجد ""معتقلي رأي في الجزائر""، وفق تعبير وزيرِ الاتصال الناطقِ الرسمي باسم الحكومة الجزائرية عمار بلحيمر مطلع هذا الشهر.",JAZ,وتختم الصحيفة بأن الجزائريين باتوا يعيشون في الذكرى الثانية لحراكهم الشعبي وهْمُ الجزائرِ الجديدة على وقع القمع والمحاكمات المتسارعة للمعارضين والنشطاء رغم تأكيد السلطات أنه لا يوجد معتقلي رأي في الجزائر وفق تعبير وزيرِ الاتصال الناطقِ الرسمي باسم الحكومة الجزائرية عمار بلحيمر مطلع هذا الشهر,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.3582702044675115e-09,1.285061679097542e-07,2.5081805614233166e-10,8.289994036083857e-09,9.556783741171086e-10,2.154730775812209e-08,6.198780681484674e-09,3.3578139617714725e-10,2.9681821982678712e-08,1.083327922090633e-09,9.115689545444675e-09,1.2038704220282306e-08,4.309134877168426e-09,5.359151630656161e-08,5.18524991733941e-09,3.655712415583449e-07,1.5097073796099007e-09,0.9993175431478022,0.0006774621179734084,3.333631072444292e-10,4.279615118235837e-06,1.8028463797596924e-08,4.30164265933564e-08,2.798018324695495e-09,7.668209239481312e-10,6.468211719292125e-10,"['وتختم', 'الصحيفة', 'بأن', 'الجزائريين', 'باتوا', 'يعيشون', 'في', 'الذكرى', 'الثانية', 'لحراكهم', 'الشعبي', 'وهْمُ', 'الجزائرِ', 'الجديدة', 'على', 'وقع', 'القمع', 'والمحاكمات', 'المتسارعة', 'للمعارضين', 'والنشطاء', 'رغم', 'تأكيد', 'السلطات', 'أنه', 'لا', 'يوجد', 'معتقلي', 'رأي', 'في', 'الجزائر', 'وفق', 'تعبير', 'وزيرِ', 'الاتصال', 'الناطقِ', 'الرسمي', 'باسم', 'الحكومة', 'الجزائرية', 'عمار', 'بلحيمر', 'مطلع', 'هذا', 'الشهر']",45
26,وحمل وزير الخارجية رسالة من أمير دولة قطر الشيخ تميم بن حمد آل ثاني، إلى الرئيس ميشال عون، تتضمن الدعم لتشكيل الحكومة ورأب الصدع بين كافة الأطراف السياسية، تمهيدا لفتح الباب أمام المساعدات الاقتصادية لحل الأزمة الراهنة، والمساهمة في إعادة إعمار لبنان.,JAZ,وحمل وزير الخارجية رسالة من أمير دولة قطر الشيخ تميم بن حمد آل ثاني إلى الرئيس ميشال عون تتضمن الدعم لتشكيل الحكومة ورأب الصدع بين كافة الأطراف السياسية تمهيدا لفتح الباب أمام المساعدات الاقتصادية لحل الأزمة الراهنة والمساهمة في إعادة إعمار لبنان,Gulf,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.0752402328772274e-05,0.0023639674784464147,3.5032045570444647e-06,6.107412668916441e-05,1.4741873454077044e-06,1.425934691517121e-05,5.952874845417844e-06,3.473226725184664e-06,4.225831407269129e-05,4.140587282658309e-06,2.7891140721194735e-05,0.0004192862957173415,5.3053320757843214e-06,0.00022924326159402274,1.4643361351429787e-05,0.038834746407134704,1.5096430683700273e-07,0.43330985045720494,0.4284929999336154,1.4688698808247562e-07,0.09604775570891587,8.611858960367702e-05,1.885671268031522e-05,6.889118611099121e-07,1.169296683889385e-06,2.90990337490155e-07,"['وحمل', 'وزير', 'الخارجية', 'رسالة', 'من', 'أمير', 'دولة', 'قطر', 'الشيخ', 'تميم', 'بن', 'حمد', 'آل', 'ثاني', 'إلى', 'الرئيس', 'ميشال', 'عون', 'تتضمن', 'الدعم', 'لتشكيل', 'الحكومة', 'ورأب', 'الصدع', 'بين', 'كافة', 'الأطراف', 'السياسية', 'تمهيدا', 'لفتح', 'الباب', 'أمام', 'المساعدات', 'الاقتصادية', 'لحل', 'الأزمة', 'الراهنة', 'والمساهمة', 'في', 'إعادة', 'إعمار', 'لبنان']",42
27,وتأتي هذه الزيارة بعد أيام من زيارة الشيخ محمد بن عبد الرحمن آل ثاني، نائب رئيس مجلس الوزراء القطري وزير الخارجية، إلى لبنان شملت لقاء مع وزير الخارجية اللبناني السابق، جبران باسيل، واتصالا مع رئيس الوزراء المكلف، سعد الحريري، وذلك في إطار مساعٍ قطرية لإيجاد أرضية مشتركة وتوافقية لتشكيل حكومة لبنانية.,JAZ,وتأتي هذه الزيارة بعد أيام من زيارة الشيخ محمد بن عبد الرحمن آل ثاني نائب رئيس مجلس الوزراء القطري وزير الخارجية إلى لبنان شملت لقاء مع وزير الخارجية اللبناني السابق جبران باسيل واتصالا مع رئيس الوزراء المكلف سعد الحريري وذلك في إطار مساعٍ قطرية لإيجاد أرضية مشتركة وتوافقية لتشكيل حكومة لبنانية,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,9.730888768683944e-08,7.367836302090701e-07,1.5383522531313252e-08,3.1836114192447506e-07,1.165569854723969e-08,1.9749076932708978e-07,9.555341871750987e-08,2.0573168236401607e-08,4.256232708686173e-07,2.8547265607684626e-08,2.781216249325426e-07,5.672417416943257e-07,4.4267009026224314e-08,1.2783144504378597e-06,1.1468733300516176e-07,4.5251959510837304e-05,5.505687533925158e-09,0.9797845249468328,0.020054076171562567,2.555259419743458e-09,0.00011043494094823771,7.825148593032113e-07,5.391110185505599e-07,1.2359992976651347e-07,1.2384078975512875e-08,1.6397379354516613e-08,"['وتأتي', 'هذه', 'الزيارة', 'بعد', 'أيام', 'من', 'زيارة', 'الشيخ', 'محمد', 'بن', 'عبد', 'الرحمن', 'آل', 'ثاني', 'نائب', 'رئيس', 'مجلس', 'الوزراء', 'القطري', 'وزير', 'الخارجية', 'إلى', 'لبنان', 'شملت', 'لقاء', 'مع', 'وزير', 'الخارجية', 'اللبناني', 'السابق', 'جبران', 'باسيل', 'واتصالا', 'مع', 'رئيس', 'الوزراء', 'المكلف', 'سعد', 'الحريري', 'وذلك', 'في', 'إطار', 'مساعٍ', 'قطرية', 'لإيجاد', 'أرضية', 'مشتركة', 'وتوافقية', 'لتشكيل', 'حكومة', 'لبنانية']",51
28,وأضاف ماكرون، في كلمة عبر الفيديو أمام قمة دول الساحل المنعقدة في النيجر، أنه يجب قطع رؤوس الجماعات المسلحة في الساحل، وأوضح أن التعبئة الدولية من أجل منطقة الساحل لم تكن يوما قوية كما هي اليوم.,JAZ,وأضاف ماكرون في كلمة عبر الفيديو أمام قمة دول الساحل المنعقدة في النيجر أنه يجب قطع رؤوس الجماعات المسلحة في الساحل وأوضح أن التعبئة الدولية من أجل منطقة الساحل لم تكن يوما قوية كما هي اليوم,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,6.120351399805359e-09,5.96228308735463e-08,4.117340403777283e-09,3.004877903211648e-08,1.4031482826418653e-08,3.713459561733265e-09,1.2826493499784283e-09,7.306080677182795e-10,3.9758139616030174e-08,1.4107036187845908e-08,1.5240260389115405e-08,1.0394355087724508e-08,8.944622607534104e-09,2.8805548217556506e-08,1.0196042373903823e-08,3.216809731379703e-05,2.30591891343327e-10,0.9999429838860844,2.4210988465615668e-05,5.706482411442262e-10,3.4605477809400914e-07,7.929899379654995e-09,2.98776763189933e-08,1.1940588371724697e-09,3.0237376523439397e-09,1.0332398355122167e-09,"['وأضاف', 'ماكرون', 'في', 'كلمة', 'عبر', 'الفيديو', 'أمام', 'قمة', 'دول', 'الساحل', 'المنعقدة', 'في', 'النيجر', 'أنه', 'يجب', 'قطع', 'رؤوس', 'الجماعات', 'المسلحة', 'في', 'الساحل', 'وأوضح', 'أن', 'التعبئة', 'الدولية', 'من', 'أجل', 'منطقة', 'الساحل', 'لم', 'تكن', 'يوما', 'قوية', 'كما', 'هي', 'اليوم']",36
29,"وأوضح ماكرون أن التعديل الذي سيطرأ على الوجود العسكري الفرنسي في الساحل ""سيعتمد على مشاركة الدول الأخرى في قوة تاكوبا العسكرية التي تقاتل المتشددين في منطقة الساحل إلى جانب الجيشين في مالي ونيجيريا، وقال إن المجر واليونان وصربيا ترغب في الانضمام إلى القوة الدولية التي تشمل عدة دول أوروبية، والتي تحارب الجماعات المسلحة في منطقة الساحل.",JAZ,وأوضح ماكرون أن التعديل الذي سيطرأ على الوجود العسكري الفرنسي في الساحل سيعتمد على مشاركة الدول الأخرى في قوة تاكوبا العسكرية التي تقاتل المتشددين في منطقة الساحل إلى جانب الجيشين في مالي ونيجيريا وقال إن المجر واليونان وصربيا ترغب في الانضمام إلى القوة الدولية التي تشمل عدة دول أوروبية والتي تحارب الجماعات المسلحة في منطقة الساحل,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,3.922543509842323e-09,1.068522472038701e-07,3.4710401884181782e-09,2.241553251213182e-08,1.2177894752719689e-08,8.88596338920562e-09,2.5225453352493872e-09,1.2480441771145973e-09,4.4095579395437445e-08,1.703209414993165e-08,1.0823402607312658e-08,2.567094430488698e-08,1.6993377687268637e-08,3.9387939066965855e-08,7.314054804303406e-09,1.6922004305473575e-06,6.906313313869524e-10,0.98831450338291,0.011683105314522482,9.92994073677727e-10,3.263454129866771e-07,1.5275695158161558e-08,2.1376110391966052e-08,3.795443827543217e-09,2.9438180901752984e-09,4.868827729383195e-09,"['وأوضح', 'ماكرون', 'أن', 'التعديل', 'الذي', 'سيطرأ', 'على', 'الوجود', 'العسكري', 'الفرنسي', 'في', 'الساحل', 'سيعتمد', 'على', 'مشاركة', 'الدول', 'الأخرى', 'في', 'قوة', 'تاكوبا', 'العسكرية', 'التي', 'تقاتل', 'المتشددين', 'في', 'منطقة', 'الساحل', 'إلى', 'جانب', 'الجيشين', 'في', 'مالي', 'ونيجيريا', 'وقال', 'إن', 'المجر', 'واليونان', 'وصربيا', 'ترغب', 'في', 'الانضمام', 'إلى', 'القوة', 'الدولية', 'التي', 'تشمل', 'عدة', 'دول', 'أوروبية', 'والتي', 'تحارب', 'الجماعات', 'المسلحة', 'في', 'منطقة', 'الساحل']",56
30,"وكان أسطول بحر البلطيق الروسي أفاد في بيان أمس الاثنين بأن 3 قطع بحرية روسية ستشارك في المناورات، موضحا أن الأخيرة ستشمل ""تحرير سفينة تجارية مختطفة من قبل قراصنة"" وتمارين على إطفاء الحرائق في عرض البحر.",JAZ,وكان أسطول بحر البلطيق الروسي أفاد في بيان أمس الاثنين بأن 3 قطع بحرية روسية ستشارك في المناورات موضحا أن الأخيرة ستشمل تحرير سفينة تجارية مختطفة من قبل قراصنة وتمارين على إطفاء الحرائق في عرض البحر,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.7567576420578258e-08,3.431291450502971e-07,5.831689369536336e-09,3.919067937152565e-07,1.2852660520659248e-08,2.4547468783660134e-08,1.1665627456226969e-08,5.614346229634128e-09,1.1381430617294184e-05,2.1063255701960476e-08,1.5210484622413076e-07,4.921336782094539e-07,2.3754767745369964e-08,3.906312045117302e-07,4.824782042956114e-07,7.507835456066185e-06,3.5981965751407616e-10,0.9988132733582075,0.0011616780267489702,6.619768632461938e-10,3.577601507681295e-06,1.339921228768181e-07,3.862665127077614e-08,4.406640652161686e-09,1.7337581544183902e-08,1.0814051543589995e-09,"['وكان', 'أسطول', 'بحر', 'البلطيق', 'الروسي', 'أفاد', 'في', 'بيان', 'أمس', 'الاثنين', 'بأن', '3', 'قطع', 'بحرية', 'روسية', 'ستشارك', 'في', 'المناورات', 'موضحا', 'أن', 'الأخيرة', 'ستشمل', 'تحرير', 'سفينة', 'تجارية', 'مختطفة', 'من', 'قبل', 'قراصنة', 'وتمارين', 'على', 'إطفاء', 'الحرائق', 'في', 'عرض', 'البحر']",36
31,ورغم انتشار المركبات المدرعة والجنود في بعض المدن الرئيسية في ميانمار مطلع الأسبوع الحالي، واصل المحتجون حملتهم لرفض الحكم العسكري والمطالبة بإطلاق سراح سوتشي، إذ أوقف المحتجون خدمة القطارات بين يانغون -كبرى مدن البلاد- ومدينة ماولاميني الساحلية الواقع جنوبي البلاد.,JAZ,ورغم انتشار المركبات المدرعة والجنود في بعض المدن الرئيسية في ميانمار مطلع الأسبوع الحالي واصل المحتجون حملتهم لرفض الحكم العسكري والمطالبة بإطلاق سراح سوتشي إذ أوقف المحتجون خدمة القطارات بين يانغون كبرى مدن البلاد ومدينة ماولاميني الساحلية الواقع جنوبي البلاد,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,9.769007493977876e-05,0.00015194473521524293,4.129127294705864e-06,0.0004532016710979641,1.9829625179519383e-05,5.794934030262887e-05,2.4769114503381897e-05,4.671847706713584e-06,0.0009877774878326042,4.621150795654295e-05,0.0001321463784589579,0.0006455126958721353,1.3361587721657945e-05,0.001672801320850124,0.0002659358195877809,0.11742200124318544,1.9124731907592798e-06,0.7342656475115352,0.1302351341575104,1.644159214662229e-06,0.012625835999118257,0.00020900274460428715,0.00026945210632868945,2.9909221631590702e-05,0.00035832476708964124,3.2032820712575537e-06,"['ورغم', 'انتشار', 'المركبات', 'المدرعة', 'والجنود', 'في', 'بعض', 'المدن', 'الرئيسية', 'في', 'ميانمار', 'مطلع', 'الأسبوع', 'الحالي', 'واصل', 'المحتجون', 'حملتهم', 'لرفض', 'الحكم', 'العسكري', 'والمطالبة', 'بإطلاق', 'سراح', 'سوتشي', 'إذ', 'أوقف', 'المحتجون', 'خدمة', 'القطارات', 'بين', 'يانغون', 'كبرى', 'مدن', 'البلاد', 'ومدينة', 'ماولاميني', 'الساحلية', 'الواقع', 'جنوبي', 'البلاد']",40
32,"وتحدثت المبعوثة الخاصة للأمم المتحدة كريستين شرانر بورغنر أمس الاثنين إلى نائب رئيس المجلس العسكري، وقال المتحدث باسم الأمم المتحدة فرحان حق ""شددت شرانر بورغنر على وجوب الاحترام الكامل للحق في التجمع السلمي، وعدم تعرض المتظاهرين لأعمال انتقامية"".",JAZ,وتحدثت المبعوثة الخاصة للأمم المتحدة كريستين شرانر بورغنر أمس الاثنين إلى نائب رئيس المجلس العسكري وقال المتحدث باسم الأمم المتحدة فرحان حق شددت شرانر بورغنر على وجوب الاحترام الكامل للحق في التجمع السلمي وعدم تعرض المتظاهرين لأعمال انتقامية,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.0515945661441862e-07,4.504930987773547e-05,1.091785408831345e-07,1.2412088046474276e-06,1.5618354916342847e-07,1.6917291147375624e-06,1.3087813867735182e-06,5.518135564956549e-08,1.7463027290532476e-05,1.4121071240297764e-07,1.142922004821362e-06,7.71818927524679e-05,4.286144790407621e-06,2.5637453211298096e-05,7.654902125475408e-07,5.1590850243686525e-05,1.2548125126232356e-07,0.8937864851491141,0.10550684480869592,6.021377705563283e-08,0.00046768768875768483,6.607659342343292e-06,3.5733707865942864e-06,2.252861354728971e-07,2.3199026743809946e-07,1.3262856774769748e-07,"['وتحدثت', 'المبعوثة', 'الخاصة', 'للأمم', 'المتحدة', 'كريستين', 'شرانر', 'بورغنر', 'أمس', 'الاثنين', 'إلى', 'نائب', 'رئيس', 'المجلس', 'العسكري', 'وقال', 'المتحدث', 'باسم', 'الأمم', 'المتحدة', 'فرحان', 'حق', 'شددت', 'شرانر', 'بورغنر', 'على', 'وجوب', 'الاحترام', 'الكامل', 'للحق', 'في', 'التجمع', 'السلمي', 'وعدم', 'تعرض', 'المتظاهرين', 'لأعمال', 'انتقامية']",38
33,ويقول حسين للجزيرة نت إن إثيوبيا، ومن دون إبلاغ السودان، عمدت في الملء الأول لتعبئة 4.5 مليارات متر مكعب في أسبوع واحد فقط في شهر يوليو/تموز الماضي، بينما كان يمكن ملء الكمية ذاتها في وقت أطول وخلال أغسطس/آب السابق الذي يشهد ذروة الفيضان، وهو ما كان سيقلل من أضرار الفيضان.,JAZ,ويقول حسين للجزيرة نت إن إثيوبيا ومن دون إبلاغ السودان عمدت في الملء الأول لتعبئة 45 مليارات متر مكعب في أسبوع واحد فقط في شهر يوليوتموز الماضي بينما كان يمكن ملء الكمية ذاتها في وقت أطول وخلال أغسطسآب السابق الذي يشهد ذروة الفيضان وهو ما كان سيقلل من أضرار الفيضان,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,5.165626164462626e-08,1.458459962437411e-07,8.22588139080775e-09,1.824909996521728e-07,1.635181004077255e-08,2.5326625993930952e-08,1.1925203018191246e-08,1.6323825235715467e-08,1.3867491413142814e-07,5.993996185676787e-08,8.909540219195209e-08,1.0558003352787452e-07,6.713049479401591e-08,3.825140383553332e-07,3.804398284572661e-08,3.4423454971484826e-06,6.125506705503763e-09,0.002266740578130843,0.9977224351600452,1.3213149079935576e-09,5.769911084992854e-06,6.602886412022654e-08,1.4302347380986955e-07,6.724027865210514e-09,3.2676004083930664e-08,1.698061929547471e-08,"['ويقول', 'حسين', 'للجزيرة', 'نت', 'إن', 'إثيوبيا', 'ومن', 'دون', 'إبلاغ', 'السودان', 'عمدت', 'في', 'الملء', 'الأول', 'لتعبئة', '45', 'مليارات', 'متر', 'مكعب', 'في', 'أسبوع', 'واحد', 'فقط', 'في', 'شهر', 'يوليوتموز', 'الماضي', 'بينما', 'كان', 'يمكن', 'ملء', 'الكمية', 'ذاتها', 'في', 'وقت', 'أطول', 'وخلال', 'أغسطسآب', 'السابق', 'الذي', 'يشهد', 'ذروة', 'الفيضان', 'وهو', 'ما', 'كان', 'سيقلل', 'من', 'أضرار', 'الفيضان']",50
34,ويوضح عوض أن إدارته اعتادت كل عام فتح بوابات الخزانات في الأول من يوليو/تموز لتصريف المياه المخزنة استعدادا لاستقبال وتخزين مياه النيل في فترة الفيضان، لكنها هذا العام ستفرغ السدود يوم 31 يوليو/تموز المقبل.,JAZ,ويوضح عوض أن إدارته اعتادت كل عام فتح بوابات الخزانات في الأول من يوليوتموز لتصريف المياه المخزنة استعدادا لاستقبال وتخزين مياه النيل في فترة الفيضان لكنها هذا العام ستفرغ السدود يوم 31 يوليوتموز المقبل,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,3.039785612409406e-09,1.4908859472719306e-07,2.1507647846276395e-09,5.158092669765026e-09,3.598288523272145e-09,1.2699176378244435e-08,4.511530799258134e-09,1.3449531823382091e-09,3.666608162022558e-08,5.152549200611611e-09,8.039936364895748e-09,5.924544260508418e-09,9.921386581085828e-09,2.7580604403595768e-08,3.2958327968035262e-09,1.8917585528333322e-06,1.4187031857964303e-09,0.9987386546561637,0.0012579102286892146,4.926857120953258e-10,1.2068326693212464e-06,6.84096027140595e-09,3.612310730477513e-08,3.487015944754529e-09,8.446770214007715e-09,1.542560190759141e-09,"['ويوضح', 'عوض', 'أن', 'إدارته', 'اعتادت', 'كل', 'عام', 'فتح', 'بوابات', 'الخزانات', 'في', 'الأول', 'من', 'يوليوتموز', 'لتصريف', 'المياه', 'المخزنة', 'استعدادا', 'لاستقبال', 'وتخزين', 'مياه', 'النيل', 'في', 'فترة', 'الفيضان', 'لكنها', 'هذا', 'العام', 'ستفرغ', 'السدود', 'يوم', '31', 'يوليوتموز', 'المقبل']",34
35,ويكشف المسؤول السوداني للجزيرة نت أن ما حال دون تلاقي وجهات النظر حول سد النهضة أنه منذ بدء التفاوض غلب على الوفد المفاوض المصري رجال المخابرات، وعلى الوفد الإثيوبي القانونيون، وعلى الوفد السوداني الفنيون.,JAZ,ويكشف المسؤول السوداني للجزيرة نت أن ما حال دون تلاقي وجهات النظر حول سد النهضة أنه منذ بدء التفاوض غلب على الوفد المفاوض المصري رجال المخابرات وعلى الوفد الإثيوبي القانونيون وعلى الوفد السوداني الفنيون,Levant,AMM,Jordan,Amman,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,0.0003300454837783162,2.1050643768941367e-05,7.540396707508412e-06,0.7338664036051465,1.7742670581852e-05,0.000649657548334953,0.0004069690624113921,7.191095035764351e-05,0.0007228106850829038,3.5171214624628094e-05,0.018810630098804255,0.0002234461538160636,3.38115462238022e-06,0.0018496756245199597,0.0035254603782647826,0.012865927239225744,2.6702273591275323e-05,0.03480731483148946,0.1763491422185775,5.081364795941321e-07,0.004284538369196063,0.011047792858630301,6.754330478238912e-05,1.6453550555808489e-06,6.575844570759172e-06,4.1389757915949797e-07,"['ويكشف', 'المسؤول', 'السوداني', 'للجزيرة', 'نت', 'أن', 'ما', 'حال', 'دون', 'تلاقي', 'وجهات', 'النظر', 'حول', 'سد', 'النهضة', 'أنه', 'منذ', 'بدء', 'التفاوض', 'غلب', 'على', 'الوفد', 'المفاوض', 'المصري', 'رجال', 'المخابرات', 'وعلى', 'الوفد', 'الإثيوبي', 'القانونيون', 'وعلى', 'الوفد', 'السوداني', 'الفنيون']",34
36,وبحسب موقع ذا هيل، فهذه أعلى نسبة من المواطنين الأميركيين تعبر عن حاجة البلد لحزب ثالث منذ أن بدأت غالوب استطلاع الآراء حول هذه المسألة عام 2003. ويشير الاستطلاع أيضا إلى ثاني أقل نسبة مئوية من الأشخاص الذين قالوا إن الأحزاب الحالية كافية بعد أن قال 26% من المشاركين ذلك في استطلاع أكتوبر/تشرين الأول 2013.,JAZ,وبحسب موقع ذا هيل فهذه أعلى نسبة من المواطنين الأميركيين تعبر عن حاجة البلد لحزب ثالث منذ أن بدأت غالوب استطلاع الآراء حول هذه المسألة عام 2003 ويشير الاستطلاع أيضا إلى ثاني أقل نسبة مئوية من الأشخاص الذين قالوا إن الأحزاب الحالية كافية بعد أن قال 26 من المشاركين ذلك في استطلاع أكتوبرتشرين الأول 2013,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.6589145217698165e-09,4.825616150529876e-08,3.837903414946585e-09,4.3572224775982015e-09,6.259920320456646e-10,4.5438777410591346e-09,1.165500874188566e-09,3.357280440320839e-10,1.674945247140424e-08,1.7820207006054863e-09,5.135095159765323e-09,1.8309951788216194e-09,4.443567799391136e-09,4.670750198003166e-09,4.867447611084847e-10,1.1174619612460034e-06,2.604840576151143e-10,0.9990394892167354,0.0009589090206895854,1.2058512901729169e-10,3.621305041342757e-07,2.7101122605530604e-09,1.799558053312677e-08,7.738564808492157e-10,1.7517819645773813e-10,2.543864244351952e-10,"['وبحسب', 'موقع', 'ذا', 'هيل', 'فهذه', 'أعلى', 'نسبة', 'من', 'المواطنين', 'الأميركيين', 'تعبر', 'عن', 'حاجة', 'البلد', 'لحزب', 'ثالث', 'منذ', 'أن', 'بدأت', 'غالوب', 'استطلاع', 'الآراء', 'حول', 'هذه', 'المسألة', 'عام', '2003', 'ويشير', 'الاستطلاع', 'أيضا', 'إلى', 'ثاني', 'أقل', 'نسبة', 'مئوية', 'من', 'الأشخاص', 'الذين', 'قالوا', 'إن', 'الأحزاب', 'الحالية', 'كافية', 'بعد', 'أن', 'قال', '26', 'من', 'المشاركين', 'ذلك', 'في', 'استطلاع', 'أكتوبرتشرين', 'الأول', '2013']",55
37,وتستند نتائج استطلاع غالوب إلى ردود عينة من 906 من الأميركيين البالغين موزعين على جميع الولايات الخمسين، بالإضافة إلى واشنطن العاصمة، وذلك خلال الفترة من 21 يناير/كانون الثاني الماضي إلى 2 فبراير/شباط الحالي، ويقدر هامش الخطأ في هذا الاستطلاع بأربع نقاط مئوية.,JAZ,وتستند نتائج استطلاع غالوب إلى ردود عينة من 906 من الأميركيين البالغين موزعين على جميع الولايات الخمسين بالإضافة إلى واشنطن العاصمة وذلك خلال الفترة من 21 ينايركانون الثاني الماضي إلى 2 فبرايرشباط الحالي ويقدر هامش الخطأ في هذا الاستطلاع بأربع نقاط مئوية,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.802573374013606e-09,1.43899725969801e-07,8.474829888925087e-10,4.578130475486737e-09,3.759516930664478e-10,1.0401639820957986e-08,2.899471975666359e-09,2.9119160690372306e-10,7.4470637469117535e-09,1.189781927959603e-09,3.7228227794953075e-09,1.1699516587253732e-09,1.1857479758066713e-08,3.686008426250871e-09,6.082766007006522e-10,6.550297578128493e-07,1.6324514928888676e-09,0.9998626340481921,0.00013604367505398976,1.0072919338693218e-09,4.5261844329951615e-07,6.326927330036393e-09,7.131511845664648e-09,7.891306612494076e-10,4.997242255936033e-10,1.4639626186714339e-09,"['وتستند', 'نتائج', 'استطلاع', 'غالوب', 'إلى', 'ردود', 'عينة', 'من', '906', 'من', 'الأميركيين', 'البالغين', 'موزعين', 'على', 'جميع', 'الولايات', 'الخمسين', 'بالإضافة', 'إلى', 'واشنطن', 'العاصمة', 'وذلك', 'خلال', 'الفترة', 'من', '21', 'ينايركانون', 'الثاني', 'الماضي', 'إلى', '2', 'فبرايرشباط', 'الحالي', 'ويقدر', 'هامش', 'الخطأ', 'في', 'هذا', 'الاستطلاع', 'بأربع', 'نقاط', 'مئوية']",42
