,sentence,label,predict_region,predict_label,predict_country,predict_city,region,country,city,Aleppo,Algiers,Alexandria,Amman,Aswan,Baghdad,Basra,Beirut,Benghazi,Cairo,Damascus,Doha,Fes,Jeddha,Jerusalem,Khartoum,Mosul,Modern Standard Arabic,Muscat,Rabat,Riyadh,Salt,Sana'a,Sfax,Tripoli,Tunis
25,"وتختم الصحيفة بأن الجزائريين باتوا يعيشون في الذكرى الثانية لحراكهم الشعبي ""وهْمُ الجزائرِ الجديدة"" على وقع القمع والمحاكمات المتسارعة للمعارضين والنشطاء، رغم تأكيد السلطات أنه لا يوجد ""معتقلي رأي في الجزائر""، وفق تعبير وزيرِ الاتصال الناطقِ الرسمي باسم الحكومة الجزائرية عمار بلحيمر مطلع هذا الشهر.",JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.00685965489066e-09,8.79903469756177e-08,2.2032120892019394e-10,5.9684210972128574e-09,4.0834266603375784e-10,1.9414882131657445e-08,4.7046373805551824e-09,1.71071614998904e-10,1.8334559498994587e-08,7.603150956027853e-10,7.369422567367904e-09,7.551528467288814e-09,3.0273084033659727e-09,3.483487892576551e-08,3.344503093347204e-09,2.3717132772983328e-07,1.1334374241861616e-09,0.9996825968110725,0.00031412961221028584,3.279636423067205e-10,2.797062445128282e-06,1.228204365834119e-08,2.715593465525305e-08,2.201314465993254e-09,6.828776149699584e-10,4.5197418018099244e-10
26,وحمل وزير الخارجية رسالة من أمير دولة قطر الشيخ تميم بن حمد آل ثاني، إلى الرئيس ميشال عون، تتضمن الدعم لتشكيل الحكومة ورأب الصدع بين كافة الأطراف السياسية، تمهيدا لفتح الباب أمام المساعدات الاقتصادية لحل الأزمة الراهنة، والمساهمة في إعادة إعمار لبنان.,JAZ,Maghreb,ALG,Algeria,Algiers,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,6.772961439779054e-05,0.37622473222338243,3.0902513560237715e-05,0.00030079375671639754,8.613080864736082e-06,3.6438594191536935e-05,1.8967728659568528e-05,2.164153541060467e-05,0.00012543086188455656,2.4700208295610602e-05,0.00012717019256673178,0.0002738105441441406,2.4574990042906495e-05,0.0005924676160238556,7.178105393978898e-05,0.30432644623476474,6.374311233560714e-07,0.01466642870592882,0.2709324571235274,1.5243853661027153e-06,0.031808438348218074,0.000261300688706011,3.5815135942598705e-05,5.93579000640109e-06,8.480508469827427e-06,2.7811338657069e-06
27,وتأتي هذه الزيارة بعد أيام من زيارة الشيخ محمد بن عبد الرحمن آل ثاني، نائب رئيس مجلس الوزراء القطري وزير الخارجية، إلى لبنان شملت لقاء مع وزير الخارجية اللبناني السابق، جبران باسيل، واتصالا مع رئيس الوزراء المكلف، سعد الحريري، وذلك في إطار مساعٍ قطرية لإيجاد أرضية مشتركة وتوافقية لتشكيل حكومة لبنانية.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.2774365543838447e-07,1.0260036523371286e-06,1.6684754352823833e-08,3.182762245745372e-07,1.0075864421467989e-08,1.6782314904840332e-07,8.396129649649677e-08,1.9401766202778902e-08,3.410018028944437e-07,2.811387457084633e-08,3.2807636324880767e-07,2.3150371998321347e-07,3.9598833721645554e-08,1.1665969294114595e-06,1.57801911981961e-07,8.197070569581526e-05,4.845999417055757e-09,0.9890148757130174,0.010849861993595788,2.5657581740544758e-09,4.802183319570419e-05,7.018650781421622e-07,3.6214319668529877e-07,1.0825860846344514e-07,1.1891297744813707e-08,1.5520757966908454e-08
28,وأضاف ماكرون، في كلمة عبر الفيديو أمام قمة دول الساحل المنعقدة في النيجر، أنه يجب قطع رؤوس الجماعات المسلحة في الساحل، وأوضح أن التعبئة الدولية من أجل منطقة الساحل لم تكن يوما قوية كما هي اليوم.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,5.325647698294307e-09,5.08328831763468e-08,3.4231013951000512e-09,2.3690488285898815e-08,1.1690662509428529e-08,3.2967299074606584e-09,1.1113854688087223e-09,5.929602367973709e-10,3.27785450872669e-08,1.1148906192663743e-08,1.2980890071998719e-08,8.801463508797945e-09,7.96955743847266e-09,2.629078997014273e-08,8.110345776113703e-09,1.0731242418804083e-05,2.1785142983711794e-10,0.9999711403627086,1.7605682828659404e-05,5.467184923472383e-10,2.773786456714106e-07,7.044360074307093e-09,2.480826923503374e-08,1.1540434909368653e-09,2.5189634454729902e-09,9.98835463109989e-10
29,"وأوضح ماكرون أن التعديل الذي سيطرأ على الوجود العسكري الفرنسي في الساحل ""سيعتمد على مشاركة الدول الأخرى في قوة تاكوبا العسكرية التي تقاتل المتشددين في منطقة الساحل إلى جانب الجيشين في مالي ونيجيريا، وقال إن المجر واليونان وصربيا ترغب في الانضمام إلى القوة الدولية التي تشمل عدة دول أوروبية، والتي تحارب الجماعات المسلحة في منطقة الساحل.",JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,3.951467021564758e-09,9.762757285592533e-08,3.2896014176570883e-09,2.1966324198282168e-08,1.0166145139310711e-08,8.71419589509306e-09,2.456310204377747e-09,1.0416934016481038e-09,4.212306811042673e-08,1.575180581756996e-08,1.0886411586090254e-08,2.484418898842239e-08,1.6111665194679817e-08,3.8795480133724485e-08,6.961395352113669e-09,1.5809959374430928e-06,6.874812114814533e-10,0.9898085869671825,0.010189151443999865,1.0711701232959806e-09,3.2843429577854435e-07,1.4803067260540393e-08,2.0133017886528384e-08,3.518760106317658e-09,2.8999035243988123e-09,4.357858970888926e-09
30,"وكان أسطول بحر البلطيق الروسي أفاد في بيان أمس الاثنين بأن 3 قطع بحرية روسية ستشارك في المناورات، موضحا أن الأخيرة ستشمل ""تحرير سفينة تجارية مختطفة من قبل قراصنة"" وتمارين على إطفاء الحرائق في عرض البحر.",JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.103912619813614e-08,2.7130187615681653e-07,4.9163707535668374e-09,2.934168428506342e-07,7.320253781631108e-09,2.357145469553369e-08,9.807825868392105e-09,3.321676091466801e-09,9.565329859919214e-06,1.6871696383703354e-08,1.2284708351225905e-07,4.489834103387078e-07,1.8601252283659568e-08,3.073628133667272e-07,2.874568054823939e-07,6.342955110004794e-06,3.306551622780709e-10,0.9992917658826479,0.0006871437262063496,6.908359249060073e-10,3.1909566454684865e-06,1.015403343572839e-07,3.135391291778172e-08,3.554757016308273e-09,1.6017078755830354e-08,8.434681622236497e-10
31,ورغم انتشار المركبات المدرعة والجنود في بعض المدن الرئيسية في ميانمار مطلع الأسبوع الحالي، واصل المحتجون حملتهم لرفض الحكم العسكري والمطالبة بإطلاق سراح سوتشي، إذ أوقف المحتجون خدمة القطارات بين يانغون -كبرى مدن البلاد- ومدينة ماولاميني الساحلية الواقع جنوبي البلاد.,JAZ,Nile Basin,KHA,Sudan,Khartoum,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,0.0006442967836358121,0.0003706899161871543,2.8601328378411054e-05,0.0035928639284762134,0.00015517603616715855,0.00021850869058237637,0.000119829216005675,2.443244603057052e-05,0.0036360971648494982,0.00038680727421089897,0.0007331765454130096,0.003522934110011951,4.585962536347907e-05,0.007850765937855341,0.0016864145762261241,0.4330874635333205,9.092766368253063e-06,0.28983001168699446,0.210601970459678,8.247911665827697e-06,0.03992734977247526,0.0011476243435114576,0.0013697843560821885,5.197780040698357e-05,0.0009365150993908187,1.3508690712589675e-05
32,"وتحدثت المبعوثة الخاصة للأمم المتحدة كريستين شرانر بورغنر أمس الاثنين إلى نائب رئيس المجلس العسكري، وقال المتحدث باسم الأمم المتحدة فرحان حق ""شددت شرانر بورغنر على وجوب الاحترام الكامل للحق في التجمع السلمي، وعدم تعرض المتظاهرين لأعمال انتقامية"".",JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.1662540529790526e-07,3.94287474618416e-05,1.0989881068053316e-07,1.3018035750887885e-06,1.1908322697331403e-07,1.8329234930511068e-06,1.305584027496754e-06,4.284889490384483e-08,1.585915687360277e-05,1.4167909782414836e-07,1.3145757776287826e-06,7.198102399530126e-05,3.863930520381245e-06,2.5906099562973672e-05,7.938749280881212e-07,5.1144742944298134e-05,1.2184187933496696e-07,0.9097535726069435,0.08954717663799795,6.890309125398945e-08,0.0004735910287915809,6.3388525903123855e-06,3.1721049637786075e-06,2.235819416558829e-07,2.4684368708159186e-07,1.2499951822594e-07
33,ويقول حسين للجزيرة نت إن إثيوبيا، ومن دون إبلاغ السودان، عمدت في الملء الأول لتعبئة 4.5 مليارات متر مكعب في أسبوع واحد فقط في شهر يوليو/تموز الماضي، بينما كان يمكن ملء الكمية ذاتها في وقت أطول وخلال أغسطس/آب السابق الذي يشهد ذروة الفيضان، وهو ما كان سيقلل من أضرار الفيضان.,JAZ,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,8.739433569963039e-08,2.036862665172617e-07,1.4254178832254421e-08,2.845801873260267e-07,2.1965858210762805e-08,4.495012072382575e-08,2.3225740876463182e-08,2.3141222825670852e-08,1.9444619315610365e-07,8.344228367362914e-08,1.4692474864124636e-07,1.587309051061246e-07,9.566217686434023e-08,5.835210265334288e-07,6.098767477815939e-08,5.111695368793564e-06,1.1008880304266423e-08,0.001376116308618047,0.9986079575407454,2.2957621555773486e-09,8.363549528543083e-06,1.0342797488676081e-07,2.2175683622048178e-07,1.0053880645925562e-08,5.1625853637352685e-08,2.382363160799054e-08
34,ويوضح عوض أن إدارته اعتادت كل عام فتح بوابات الخزانات في الأول من يوليو/تموز لتصريف المياه المخزنة استعدادا لاستقبال وتخزين مياه النيل في فترة الفيضان، لكنها هذا العام ستفرغ السدود يوم 31 يوليو/تموز المقبل.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.9572758411055145e-09,1.318150775024283e-07,2.3968314813770107e-09,5.988730461998231e-09,3.8446251737736765e-09,1.2747376384328073e-08,5.018398803633159e-09,1.240046153708677e-09,4.404477693982279e-08,5.744542525951206e-09,8.245965286548014e-09,6.7964435328066705e-09,1.0116790696064172e-08,3.346907562132673e-08,4.162373135553688e-09,2.828164641688004e-06,1.7477759163046384e-09,0.9986471102004296,0.001348142698265202,5.251761080396445e-10,1.5706085667896717e-06,8.356821594916788e-09,4.40655037894462e-08,3.571651784001733e-09,9.856669739021396e-09,1.6161680524016956e-09
35,ويكشف المسؤول السوداني للجزيرة نت أن ما حال دون تلاقي وجهات النظر حول سد النهضة أنه منذ بدء التفاوض غلب على الوفد المفاوض المصري رجال المخابرات، وعلى الوفد الإثيوبي القانونيون، وعلى الوفد السوداني الفنيون.,JAZ,Levant,AMM,Jordan,Amman,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,0.00035751466894518025,2.2188485332682668e-05,7.946482330920158e-06,0.7383850336952832,1.7622638484428463e-05,0.0006470512077381966,0.00042770776496405563,6.92110301801002e-05,0.000692651397195057,3.6544776750209144e-05,0.020101805919803907,0.00023997153787726433,3.5691968581495025e-06,0.0020306277261067595,0.003677962935164562,0.012531899590510065,2.8510977883700782e-05,0.029146780147798583,0.17529574639660353,5.390058491243444e-07,0.0044917715960436115,0.011708346173494382,6.976118752353442e-05,1.7591583172777573e-06,7.044210158500446e-06,4.320928029691099e-07
36,وبحسب موقع ذا هيل، فهذه أعلى نسبة من المواطنين الأميركيين تعبر عن حاجة البلد لحزب ثالث منذ أن بدأت غالوب استطلاع الآراء حول هذه المسألة عام 2003. ويشير الاستطلاع أيضا إلى ثاني أقل نسبة مئوية من الأشخاص الذين قالوا إن الأحزاب الحالية كافية بعد أن قال 26% من المشاركين ذلك في استطلاع أكتوبر/تشرين الأول 2013.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.1115014398437665e-09,5.278965539702239e-08,4.355546568740318e-09,4.861602762305189e-09,6.20139196792547e-10,5.249874778995121e-09,1.4074210844795651e-09,4.116240429638696e-10,1.6862242665761746e-08,1.950909388151503e-09,6.389140150782936e-09,1.928212052215697e-09,4.777507987573085e-09,5.54195783358985e-09,5.589207332231629e-10,1.135794536228762e-06,2.951880093553709e-10,0.9991401218887177,0.0008582267598443398,1.4156911466554986e-10,3.8272108530923494e-07,2.845125336219581e-09,1.8390610262876398e-08,8.624340464121267e-10,1.9544272493456207e-10,2.8919076540758545e-10
37,وتستند نتائج استطلاع غالوب إلى ردود عينة من 906 من الأميركيين البالغين موزعين على جميع الولايات الخمسين، بالإضافة إلى واشنطن العاصمة، وذلك خلال الفترة من 21 يناير/كانون الثاني الماضي إلى 2 فبراير/شباط الحالي، ويقدر هامش الخطأ في هذا الاستطلاع بأربع نقاط مئوية.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,2.053339183748829e-09,9.363600226727099e-08,5.054752564037365e-10,3.806430261780566e-09,2.634805100792012e-10,8.224100607438531e-09,2.733611329885805e-09,1.9050711792859487e-10,6.6972785749873146e-09,8.566639910792532e-10,3.223132460367479e-09,1.3565447108638454e-09,8.679378222019633e-09,4.295534857935128e-09,4.885128537135256e-10,6.324174874070352e-07,1.1249555855449676e-09,0.9982938099843496,0.0017048802338516637,5.730782602357636e-10,5.236116111031252e-07,7.506802536493274e-09,5.758975577829817e-09,4.693406723201061e-10,4.100514907460566e-10,8.995040386902786e-10
38,"وأشار إلى ما وصفه بتوازن بايدن الذهبي، وهو تحالف عالمي للديمقراطيات لمواجهة الصين بشكل جماعي، الذي وعد به في حملته الانتخابية، وهو ما أطلق عليه ""قمة للديمقراطية"" لتجديد الروح والهدف المشترك لدول العالم الحر.",JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.0847672695536371e-07,1.1888193922852639e-07,6.411689705322279e-09,3.99727172322324e-07,8.872186356609015e-09,4.2946484800157764e-07,1.3728613528487975e-07,1.5959155828282067e-08,7.158833339702809e-07,3.5179419953132756e-08,2.7641180517574844e-07,2.667402543302041e-07,1.922460743139507e-08,1.01066994696143e-06,2.725510216981959e-07,0.0001595515399671115,5.7931645533806286e-08,0.9940049795233088,0.005795015323526695,1.9216916906836764e-09,3.3334538702144656e-05,3.7735500063666745e-07,2.557106446162272e-06,3.129726968335311e-08,2.63957746664717e-07,7.764451693228813e-09
39,وأردف الكاتب أنه لكي ينجح التحالف المبدئي الجديد للديمقراطيات ضد الصين يجب أن تكون مكوناته ديمقراطية، بمعنى أن الضغط على الصين بشأن حقوق الإنسان مع تجاهل الانتهاكات الجسيمة من قبل الحلفاء ليس نظرة جيدة للزعيم الجديد للعالم الحر، لا سيما أن بايدن يقدم نفسه على أنه النقيض الأخلاقي لسلفه دونالد ترامب.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,6.192184510320803e-10,1.646405457858756e-08,1.3692967173723318e-09,1.4162140513445169e-08,1.700816939450313e-09,9.681492483043329e-09,1.2782802613925784e-09,1.0040320082175443e-10,1.621424902820847e-08,1.8792510868876256e-09,5.044787526111268e-09,5.852282885487917e-10,3.969072005202348e-09,6.365393855194814e-09,1.0127999809501375e-09,7.458995710552672e-07,1.016717075024535e-09,0.9999602008243191,3.88118527880492e-05,6.745939837386968e-10,1.4502155404288044e-07,2.060188269069276e-09,1.137427623635892e-08,1.7258839666561952e-10,5.449913007312316e-10,1.1192759042827135e-10
40,وفي أول تعليق رسمي له على أزمة اليمين الدستورية، توجّه رئيس الجمهورية قيس سعيد برسالة مطولة إلى رئيس الحكومة مساء اليوم الاثنين، لم تخل من طابع اللوم والتهجم بعبارات لاذعة، اتهمه خلالها بخرق فصول من الدستور ذات علاقة بالتعديل الوزاري.,JAZ,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,3.3660510356509427e-05,0.0030446933935736253,2.358650350703693e-06,0.0003143365366587441,3.0261785970062842e-06,0.01224496705996917,0.00030958610763554196,6.098655455447338e-06,0.00018334489545293554,1.0746652111023053e-05,0.0005319538568678733,0.00023215886681405496,9.262050266879227e-06,0.000658585492830381,0.00024673974348754713,0.014501663590557734,4.759672254638724e-06,0.12714847606962132,0.8241708201784307,2.0313117364139215e-07,0.010983438901018352,0.005273878811669007,6.926954740434256e-05,4.329927703318809e-06,1.0426112747707603e-05,1.2154069921035455e-06
41,وقال النائب عن حركة النهضة محمد القوماني في حديثه للجزيرة نت إن استكمال المشيشي إقالة 5 وزراء في الحكومة الحالية، إضافة لثلاثة سابقين، وما ستحدثه من شغور في الحكومة، يعد خطوة متقدمة في التعقيد القانوني والسياسي الذي بلغه الصراع بين رأسي السلطة التنفيذية.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,3.804957952049096e-08,3.00645409679632e-07,2.8458355186936846e-09,1.5152156538495745e-07,1.572949560793484e-08,3.375963902301278e-08,1.1128628069944046e-08,7.264387216725338e-09,4.953034793564721e-07,9.042880260285268e-08,9.918276521534284e-08,1.4124179909784396e-06,2.8988294348831348e-08,1.387197728612639e-06,1.4776487514481373e-07,6.951548550361908e-06,1.2856951036308234e-09,0.999572457550148,0.00038835982087859596,5.089102600717309e-10,2.7339484606379165e-05,2.9488474931988377e-07,3.0763645614138163e-07,4.026312635042005e-08,1.7196126110157877e-08,7.592277125139935e-09
42,من جهته، يعطي النائب عن الكتلة الديمقراطية المعارضة في البرلمان عبد الرزاق عويدات الحق من الناحية القانونية لرئيس الحكومة بإدخال تغييرات على تركيبة حكومته، لكنه يؤكد بالمقابل أن الخطوة تطرح أزمة من الناحية السياسية في العلاقة برئيس الجمهورية الرافض للتعديل الوزاري برمته.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.5039191505223113e-06,7.724879286074895e-06,5.321385705894311e-06,3.42903745045701e-05,2.940256560179949e-06,2.088967496100209e-06,2.5800230658745683e-06,3.826297358059601e-07,9.529843357240416e-05,9.433873771523264e-06,9.09291730758168e-06,5.562976701453478e-05,6.065245440587102e-07,0.00010121095574803748,4.695457348775275e-05,0.0007053484539854892,1.1966642812642972e-07,0.820264315467507,0.17553881799442342,2.575933434043516e-08,0.003075376769848364,2.8301246314879262e-05,9.5843012252566e-06,4.071505898053451e-07,2.5137447684971392e-06,1.2996462370314986e-07
43,وأكد كزدغلي أن المشيشي بإحداثه هذا الكم من الشغور الوزاري في ظل أزمة اقتصادية واجتماعية خانقة، أراد أن يرمي بالمسؤولية على عاتق رئيس الجمهورية من خلال تحميله بشكل غير مباشر وزر ومسؤولية تعطل عمل الحكومة برفضه التعديل الوزاري.,JAZ,Gulf,MUS,Oman,Muscat,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.3864221420202942e-07,1.3534872073377318e-06,1.9021686004773066e-08,5.087624328608774e-07,2.7537387454151532e-08,1.1184746982124173e-06,2.4295842493403366e-07,1.071879769797514e-08,2.1227074071484018e-06,6.949695591043805e-08,2.6162143549536536e-07,1.770195618200557e-07,1.4055742227939459e-07,8.567192935622163e-07,8.014702287781809e-08,2.4646673561406724e-05,5.378596525218289e-08,0.03294958275801775,0.9669643756905789,5.653446236250315e-09,5.264478818004523e-05,7.974017975371473e-07,6.56107648288548e-07,1.8940104572913627e-08,4.914401748798605e-08,4.11847345484066e-08
44,وخلال لقائه الأمين العام للاتحاد التونسي للشغل نور الدين الطبوبي مؤخرا، قال سعيد إنه غير مستعد على الإطلاق لأن يتراجع عن مبادئه، وإنه أقسم على احترام الدستور.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.293375419041897e-07,1.5943005288074774e-07,1.117287304161542e-07,4.328111788791466e-06,3.418793180658133e-08,4.243894164111155e-07,4.852107341915602e-08,8.685109178887656e-09,2.2269671999024124e-07,6.845893190529952e-08,7.137692346049971e-06,2.4243950911063855e-07,1.2660856501902513e-08,5.39387687651245e-07,1.6752942772825466e-07,1.9932811414640642e-05,1.2473477880109586e-08,0.9998208951085547,0.00011941397965154001,4.09057597439996e-09,2.5580232187052295e-05,3.4961171588605236e-07,1.6915343995105535e-07,1.3599384652664678e-09,4.834136571766025e-09,1.087783728850559e-09
45,"وأضافت ""سيتم بحث البرنامج السياسي لحكومة الائتلاف وتفاصيله حين تشكيلها، وستكون مهمتها الأساسية التشريعات والقوانين ومعالجة تداعيات الانقسام وآثاره"" مؤكدة أنّ الجبهة الديمقراطية ""غالبًا ستشارك في الحكومة"".",JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.4682505224716064e-05,9.724115094934269e-05,4.3413013730186915e-06,0.0001581283233166236,5.765831445515017e-06,7.072143092951133e-05,2.4322512433926027e-05,2.2637176267632404e-06,0.0004239488896187764,3.445231319703462e-05,0.00013898141149689864,0.0005498715698321355,7.370514243933147e-06,0.0008237500388111308,0.0003355394992741593,0.001027618459934372,9.976128869546488e-07,0.9630307386528025,0.025715503875656985,7.7145290589591e-07,0.0071433487387185975,0.00017713029802437374,0.00010251696548244206,1.9575516749582572e-05,5.769840407956879e-05,2.7190129851376963e-06
46,"وقالت ""سي إن إن"" في تقرير لها اليوم إن السلطات الصينية منعت خبراء منظمة الصحة من الوصول إلى نتائج فحوص مئات الآلاف من عينات الدم التي أخذت في ووهان (مهد المرض) مع بداية الجائحة، وأضاف رئيس بعثة المنظمة أن السلطات الصينية لم تسمح للبعثة، التي ضمت علماء من منظمة الصحة وآخرين صينيين، بالوصول إلا إلى عينات جزئية من الإصابات الأولى بفيروس كورونا المستجد.",JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,8.364917477981058e-08,8.213313249490807e-07,1.381315449971683e-07,2.462421729443921e-07,3.186763057699735e-08,1.0747742780876779e-07,2.7022864590677317e-08,1.5901387714050008e-08,7.774655988563531e-08,7.243577950138529e-08,1.3104439710687997e-07,2.5438186315709865e-08,9.371177864803971e-08,1.103440556683726e-07,1.8639497152782657e-08,7.691270950895151e-06,4.160486856965875e-09,0.9992964760383636,0.0006923990159473153,1.9063963759903597e-08,1.2310571887414148e-06,9.840013590967173e-08,4.241652799445029e-08,8.8104736706863e-09,1.0757093950052168e-08,1.8025084812676753e-08
47,عاش البدري فرغلي طفولة وصفها بالقاسية، وكان مرادف القسوة هو الفقر الذي عانت منه أسرته، لذلك لم يستكمل تعليمه واكتفى بالشهادة الابتدائية، ليخرج إلى سوق العمل ويساعد والده في تحصيل دخل يساعد في تربية بقية إخوته.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,1.5469154538193467e-09,7.82989245740867e-08,7.991066120001602e-10,4.891517578927686e-09,1.075610465529313e-09,4.860782441505951e-09,2.2466365632203063e-09,1.0009520596069036e-10,2.3471238250125873e-08,3.0313898722148053e-09,2.7018457747643144e-09,4.49633428634699e-09,1.9887795949332703e-09,2.2462259344418693e-08,1.6721344911012353e-09,1.8808066100816075e-05,6.093836866480921e-10,0.9998636949000438,0.00011537221037302612,1.2823974279324977e-10,1.8625634199116996e-06,3.1902387341502e-09,9.864085862366637e-08,1.142179381251055e-09,4.38341991806202e-09,5.221717637778715e-10
48,وفي حديث مع وكالة الأناضول خلال زيارته لتركيا برفقة وزير الخارجية، أشار مفتي إلى إمكانية حل الأزمة الحدودية بين البلدين في منطقة الفشقة الحدودية بالطرق الدبلوماسية. وأوضح أن بلاده لا تفكر في الحرب في الوقت الحالي، مضيفا: سنشعر بالامتنان إذا عرضت تركيا القيام بدور الوساطة بيننا.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,3.425081376898013e-08,6.759991467373095e-08,1.6915421820549134e-09,4.379743325925771e-08,3.5051235531133534e-09,4.130074489776268e-09,1.082165096190578e-09,1.2680604851187445e-09,4.34310892609596e-08,1.041390804265867e-08,2.2215023740287663e-08,3.7153843844633468e-09,6.315486777141029e-09,1.8515341805851314e-08,5.243169218577537e-09,5.182395513172004e-06,1.2216283230055088e-10,0.9984725587262898,0.0015217548247026737,4.095618512806926e-10,1.9697466249360352e-07,2.2416969212476373e-08,1.2132561472373902e-08,7.917298003526105e-10,2.124703120590039e-09,1.9066127883031044e-09
49,وفي الضفة الغربية يخشى تلاميذ المدارس من نقاط التفتيش والغاز المدمع والجرافات. وبالنسبة لنا في قطاع غزة نخشى سقوط القنابل من السماء ومستعدون للقفز من مقاعدنا في أي لحظة خلال الفصل، مع أنه لا يجب أن يشعر أي طفل بهذا الشعور.,JAZ,Modern Standard Arabic,MSA,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,Modern Standard Arabic,4.5552187998386294e-10,1.4331628651693651e-08,1.5264169008459386e-10,6.605506432010453e-09,6.055753582251576e-10,3.856620766535256e-09,5.127794146347114e-10,4.285385961220374e-11,1.796876452280629e-08,4.07611597942607e-10,1.6963147392996766e-09,6.873323514160671e-10,1.040426692555932e-09,1.6045365218345966e-08,1.004650513346315e-09,8.915169697409979e-07,2.4349928482817164e-10,0.9997299583305853,0.000268632224876901,8.064800487656912e-11,4.419241025850001e-07,1.992845591134231e-09,7.66490938169454e-09,1.2559513403050586e-10,2.8766705069826337e-10,1.9470748333816846e-10
